sequence.sequenceID,alignment.name,alignment.displayName,sequence.m49_country.id,sequence.m49_country.display_name,sequence.gb_place_sampled,sequence.collection_year,sequence.earliest_collection_year,sequence.latest_collection_year,sequence.gb_length,sequence.gb_create_date,sequence.gb_update_date,sequence.host,sequence.gb_pubmed_id,sequence.isolate
LN713543,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2015,11928,24-Sep-15,24-Sep-15,cell culture,26387431,sadB19Behr_2_var01
LN713545,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2015,11928,24-Sep-15,24-Sep-15,cell culture,26387431,sadB19Behr_4_var01
LN713576,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2015,11928,24-Sep-15,24-Sep-15,cell culture,26387431,sadBatch793_3_var01
LN713577,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2015,11928,24-Sep-15,24-Sep-15,cell culture,26387431,sadBatch793_3_var02
LN713578,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2015,11928,24-Sep-15,24-Sep-15,cell culture,26387431,sadBatch793_3_var03
LN713579,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2015,11928,24-Sep-15,24-Sep-15,cell culture,26387431,sadBatch793_3_var04
LN713580,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2015,11928,24-Sep-15,24-Sep-15,cell culture,26387431,sadBatch793_4_var01
LN713581,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2015,11928,24-Sep-15,24-Sep-15,cell culture,26387431,sadBatch793_4_var02
LN713582,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2015,11928,24-Sep-15,24-Sep-15,cell culture,26387431,sadBatch793_4_var03
LN713583,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2015,11928,24-Sep-15,24-Sep-15,cell culture,26387431,sadBatch793_4_var04
LN713584,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2015,11928,24-Sep-15,24-Sep-15,cell culture,26387431,sadBatch793_5_var01
LN713585,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2015,11928,24-Sep-15,24-Sep-15,cell culture,26387431,sadBatch793_5_var02
LN713586,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2015,11928,24-Sep-15,24-Sep-15,cell culture,26387431,sadBatch793_5_var03
LN713587,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2015,11928,24-Sep-15,24-Sep-15,cell culture,26387431,sadBatch806_1_var01
LN713588,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2015,11928,24-Sep-15,24-Sep-15,cell culture,26387431,sadBatch806_1_var02
LN713589,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2015,11928,24-Sep-15,24-Sep-15,cell culture,26387431,sadBatch806_1_var05
LN713590,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2015,11928,24-Sep-15,24-Sep-15,cell culture,26387431,sadBatch806_1_var06
LN713601,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2015,11928,24-Sep-15,24-Sep-15,cell culture,26387431,sadBatch806_4_var02
LN713608,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2015,11928,24-Sep-15,24-Sep-15,cell culture,26387431,sadBernO_1_var01
LN713609,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2015,11928,24-Sep-15,24-Sep-15,cell culture,26387431,sadBernO_1_var02
LN713610,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2015,11928,24-Sep-15,24-Sep-15,cell culture,26387431,sadBernO_1_var03
LN713611,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2015,11928,24-Sep-15,24-Sep-15,cell culture,26387431,sadBernO_1_var04
LN713615,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2015,11928,24-Sep-15,24-Sep-15,cell culture,26387431,sadBernO_3_var01
LN713616,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2015,11928,24-Sep-15,24-Sep-15,cell culture,26387431,sadBernO_3_var02
LN713617,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2015,11928,24-Sep-15,24-Sep-15,cell culture,26387431,sadBernO_3_var03
LN713618,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2015,11928,24-Sep-15,24-Sep-15,cell culture,26387431,sadBernO_3_var04
LN713619,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2015,11928,24-Sep-15,24-Sep-15,cell culture,26387431,sadBernO_3_var05
LN713620,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2015,11928,24-Sep-15,24-Sep-15,cell culture,26387431,sadBernO_3_var06
LN713621,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2015,11928,24-Sep-15,24-Sep-15,cell culture,26387431,sadBernO_3_var07
LN713622,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2015,11928,24-Sep-15,24-Sep-15,cell culture,26387431,sadBernO_3_var08
LN713623,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2015,11928,24-Sep-15,24-Sep-15,cell culture,26387431,sadBernO_4_var01
LN713624,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2015,11928,24-Sep-15,24-Sep-15,cell culture,26387431,sadBernO_4_var02
LN713625,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2015,11928,24-Sep-15,24-Sep-15,cell culture,26387431,sadBernO_4_var03
LN713648,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2015,11928,24-Sep-15,24-Sep-15,cell culture,26387431,sadP588_2_var01
LT993236,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,2014,2014,2014,11928,09-Apr-18,09-Apr-18,-,-,SLOV/2014/brain
LT993238,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,Latvia,-,2015,2015,2015,11928,09-Apr-18,09-Apr-18,-,-,LAT/2015/brain2
LT993239,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,2012,2012,2012,11928,09-Apr-18,09-Apr-18,-,-,SLOV/2012/cellculture2
LT993243,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,2004,2004,2004,11928,09-Apr-18,09-Apr-18,-,-,AUS/2004/cellculture
LT993244,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,Germany,-,2002,2002,2002,11928,09-Apr-18,09-Apr-18,-,-,GER/2002/cellculture
LT993245,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,Romania,-,2015,2015,2015,11928,09-Apr-18,09-Apr-18,-,-,ROM/2015/brain
M31046,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,1993,11928,03-Aug-93,15-Jun-90,-,2139267,-
LN713569,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2015,11927,24-Sep-15,24-Sep-15,cell culture,26387431,sadBatch744_5_var03
LN713570,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2015,11927,24-Sep-15,24-Sep-15,cell culture,26387431,sadBatch793_1_var01
LN713571,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2015,11927,24-Sep-15,24-Sep-15,cell culture,26387431,sadBatch793_1_var02
LN713600,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2015,11927,24-Sep-15,24-Sep-15,cell culture,26387431,sadBatch806_4_var01
LN713602,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2015,11927,24-Sep-15,24-Sep-15,cell culture,26387431,sadBatch806_5_var01
LN713605,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2015,11927,24-Sep-15,24-Sep-15,cell culture,26387431,sadBatch806_5_var04
LN713626,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2015,11927,24-Sep-15,24-Sep-15,cell culture,26387431,sadBernO_5_var01
LN713627,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2015,11927,24-Sep-15,24-Sep-15,cell culture,26387431,sadBernO_5_var02
LN713628,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2015,11927,24-Sep-15,24-Sep-15,cell culture,26387431,sadBernO_5_var03
LN713629,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2015,11927,24-Sep-15,24-Sep-15,cell culture,26387431,sadBernO_5_var04
LN713652,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2015,11927,24-Sep-15,24-Sep-15,cell culture,26387431,sadVA1tueb_1_var01
LN713653,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2015,11927,24-Sep-15,24-Sep-15,cell culture,26387431,sadVA1tueb_2_var01
LN713654,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2015,11927,24-Sep-15,24-Sep-15,cell culture,26387431,sadVA1tueb_3_var01
LN713655,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2015,11927,24-Sep-15,24-Sep-15,cell culture,26387431,sadVA1tueb_4_var01
LN713656,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2015,11927,24-Sep-15,24-Sep-15,cell culture,26387431,sadVA1tueb_5_var01
LN713665,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2015,11927,24-Sep-15,24-Sep-15,cell culture,26387431,sag2BatchF04_3_var01
LN713666,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2015,11927,24-Sep-15,24-Sep-15,cell culture,26387431,sag2BatchF04_3_var02
LN713542,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2015,11926,24-Sep-15,24-Sep-15,cell culture,26387431,sadB19Behr_1_var01
LN713597,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2015,11926,24-Sep-15,24-Sep-15,cell culture,26387431,sadBatch806_3_var01
LN713598,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2015,11926,24-Sep-15,24-Sep-15,cell culture,26387431,sadBatch806_3_var02
LN713599,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2015,11926,24-Sep-15,24-Sep-15,cell culture,26387431,sadBatch806_3_var03
LN713552,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2015,11925,24-Sep-15,24-Sep-15,cell culture,26387431,sadBatch744_1_var03
LN713553,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2015,11925,24-Sep-15,24-Sep-15,cell culture,26387431,sadBatch744_1_var06
LN713554,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2015,11925,24-Sep-15,24-Sep-15,cell culture,26387431,sadBatch744_1_var09
LN713555,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2015,11925,24-Sep-15,24-Sep-15,cell culture,26387431,sadBatch744_1_var12
LN713591,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2015,11925,24-Sep-15,24-Sep-15,cell culture,26387431,sadBatch806_2_var01
LN713592,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2015,11925,24-Sep-15,24-Sep-15,cell culture,26387431,sadBatch806_2_var02
LN713593,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2015,11925,24-Sep-15,24-Sep-15,cell culture,26387431,sadBatch806_2_var03
LN713594,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2015,11925,24-Sep-15,24-Sep-15,cell culture,26387431,sadBatch806_2_var04
LN713595,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2015,11925,24-Sep-15,24-Sep-15,cell culture,26387431,sadBatch806_2_var05
LN713596,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2015,11925,24-Sep-15,24-Sep-15,cell culture,26387431,sadBatch806_2_var06
LN713603,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2015,11925,24-Sep-15,24-Sep-15,cell culture,26387431,sadBatch806_5_var02
LN713604,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2015,11925,24-Sep-15,24-Sep-15,cell culture,26387431,sadBatch806_5_var03
LN713606,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2015,11925,24-Sep-15,24-Sep-15,cell culture,26387431,sadBatch806_5_var05
LN713607,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2015,11925,24-Sep-15,24-Sep-15,cell culture,26387431,sadBatch806_5_var06
LN713669,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2015,11925,24-Sep-15,24-Sep-15,cell culture,26387431,sag2BatchF04_5_var01
LN713670,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2015,11925,24-Sep-15,24-Sep-15,cell culture,26387431,sag2BatchF04_5_var02
LT993237,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,Latvia,-,2015,2015,2015,11925,09-Apr-18,09-Apr-18,-,-,LAT/2015/brain1
LN713556,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2015,11924,24-Sep-15,24-Sep-15,cell culture,26387431,sadBatch744_2_var01
LN713557,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2015,11924,24-Sep-15,24-Sep-15,cell culture,26387431,sadBatch744_2_var02
LN713558,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2015,11924,24-Sep-15,24-Sep-15,cell culture,26387431,sadBatch744_2_var03
