sequence.sequenceID,alignment.name,alignment.displayName,sequence.m49_country.id,sequence.m49_country.display_name,sequence.gb_place_sampled,sequence.collection_year,sequence.earliest_collection_year,sequence.latest_collection_year,sequence.gb_length,sequence.gb_create_date,sequence.gb_update_date,sequence.host,sequence.gb_pubmed_id,sequence.isolate
AY854584,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,IRN,Iran,Hashtroud,2000,2000,2000,1455,30-Apr-05,30-Apr-05,Canis lupus familiaris,12948379,V711
U42701,AL_Cosmopolitan_CE,Cosmopolitan CE,-,Germany,-,1991,1991,1991,1443,05-Jan-99,29-Jan-99,Vulpes vulpes,18931062,9202ALL
U42704,AL_Cosmopolitan_EE,Cosmopolitan EE,-,Bosnia,-,1986,1986,1986,1443,05-Jan-99,29-Jan-99,Canis lupus,18931062,8653YOU
U42707,AL_Cosmopolitan_NEE,Cosmopolitan NEE,-,Estonia,-,-,-,1999,1443,05-Jan-99,29-Jan-99,Nyctereutes procyonoides,-,9339EST
U43432,AL_Cosmopolitan_NEE,Cosmopolitan NEE,-,Estonia,-,-,-,1999,1443,05-Jan-99,29-Jan-99,-,-,9342EST
AY854582,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,IRN,Iran,Masjid Soleiman,2000,2000,2000,1428,30-Apr-05,30-Apr-05,Bos taurus,12948379,V699
AY352474,AL_Cosmopolitan_NEE,Cosmopolitan NEE,-,Russia,Pskov,-,-,2004,1414,01-Aug-04,26-Jul-16,Vulpes vulpes,15650080,RV1596
AY352475,AL_Cosmopolitan_NEE,Cosmopolitan NEE,-,Russia,Pskov,-,-,2004,1414,01-Aug-04,26-Jul-16,Homo sapiens,15650080,RV245
U22475,AL_Cosmopolitan_CE,Cosmopolitan CE,-,Germany,-,1991,1991,1991,1350,21-Jul-95,21-Jul-95,Vulpes vulpes,7778285,9212ALL
U22476,AL_Cosmopolitan_NEE,Cosmopolitan NEE,-,Estonia,-,1985,1985,1985,1350,21-Jul-95,21-Jul-95,Nyctereutes procyonoides,7778285,9142EST
U22480,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,-,Oman,-,1990,1990,1990,1350,21-Jul-95,21-Jul-95,Vulpes vulpes,7778285,9135OMA
U22481,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,-,Saudi Arabia,-,1987,1987,1987,1350,21-Jul-95,21-Jul-95,Vulpes vulpes,7778285,8706ARS
U22482,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,-,Iran,-,1986,1986,1986,1350,21-Jul-95,21-Jul-95,Canis lupus familiaris,7778285,8681IRA
U22483,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,-,Iran,-,1987,1987,1987,1350,21-Jul-95,21-Jul-95,Canis lupus,7778285,8702IRA
U22840,AL_Cosmopolitan_CE,Cosmopolitan CE,-,Poland,-,1985,1985,1985,1350,21-Jul-95,01-Nov-95,Nyctereutes procyonoides,7778285,8618POL
GU936869,AL_Cosmopolitan_EE,Cosmopolitan EE,-,Serbia,-,1999,1999,1999,1317,08-Nov-10,25-Jul-16,deer,20826698,RV1237
GU936879,AL_Cosmopolitan_NEE,Cosmopolitan NEE,EST,Estonia,-,-,-,2010,1317,08-Nov-10,25-Jul-16,Nyctereutes procyonoides,20826698,RV437
AF369280,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,-,Israel,-,-,-,2001,920,21-May-01,03-Dec-09,Vulpes vulpes,12127791,V660.FX
AF369281,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,-,Israel,-,-,-,2001,920,21-May-01,03-Dec-09,Vulpes vulpes,12127791,V661.FX
AF369282,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,-,Israel,-,-,-,2001,920,21-May-01,03-Dec-09,Vulpes vulpes,12127791,V662.FX
AF369283,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,-,Israel,-,-,-,2001,920,21-May-01,03-Dec-09,Vulpes vulpes,12127791,V664.FX
AY353876,AL_Cosmopolitan_NEE,Cosmopolitan NEE,-,Russia,Pskov,-,-,2004,854,01-Aug-04,26-Jul-16,Vulpes vulpes,15650080,rv1596
AY353877,AL_Cosmopolitan_NEE,Cosmopolitan NEE,-,Russia,Pskov,-,-,2004,854,01-Aug-04,26-Jul-16,Homo sapiens,15650080,rv245
AF134334,AL_Cosmopolitan_EE,Cosmopolitan EE,HUN,Hungary,-,1993,1993,1993,690,01-Mar-00,30-Jul-02,Vulpes vulpes,10573146,9383HON
AF134335,AL_Cosmopolitan_NEE,Cosmopolitan NEE,EST,Estonia,-,1991,1991,1991,690,01-Mar-00,30-Jul-02,Canis familiaris,10573146,9339EST
AF134336,AL_Cosmopolitan_NEE,Cosmopolitan NEE,EST,Estonia,-,1991,1991,1991,690,01-Mar-00,30-Jul-02,Canis familiaris,10573146,9342EST
AF134337,AL_Cosmopolitan_CE,Cosmopolitan CE,DEU,Germany,-,1991,1991,1991,690,01-Mar-00,30-Jul-02,Vulpes vulpes,10573146,9212ALL
AF134338,AL_Cosmopolitan_CE,Cosmopolitan CE,DEU,Germany,-,1991,1991,1991,690,01-Mar-00,30-Jul-02,Vulpes vulpes,10573146,9202ALL
AF134339,AL_Cosmopolitan_NEE,Cosmopolitan NEE,EST,Estonia,-,1985,1985,1985,690,01-Mar-00,30-Jul-02,Canis familiaris,10573146,9142EST
AF134340,AL_Cosmopolitan_EE,Cosmopolitan EE,HUN,Hungary,-,1993,1993,1993,690,01-Mar-00,30-Jul-02,Vulpes vulpes,10573146,9384HON
AF134341,AL_Cosmopolitan_EE,Cosmopolitan EE,BIH,Bosnia and Herzegovina,-,1986,1986,1986,690,01-Mar-00,30-Jul-02,Canis lupus,10573146,8653YOU
EU180615,AL_Cosmopolitan_ME2,Cosmopolitan ME2,TUR,Turkey,Aydin,2006,2006,2006,552,26-Sep-08,26-Jul-16,Homo sapiens,19549224,TR3
EU180616,AL_Cosmopolitan_ME2,Cosmopolitan ME2,TUR,Turkey,Kilis,2002,2002,2002,552,26-Sep-08,26-Jul-16,Homo sapiens,19549224,TR33
EU180617,AL_Cosmopolitan_ME2,Cosmopolitan ME2,TUR,Turkey,Adana,2006,2006,2006,546,26-Sep-08,26-Jul-16,Homo sapiens,19549224,TR40
DQ443535,AL_Cosmopolitan_NEE,Cosmopolitan NEE,ROU,Romania,Tulcea,2005,2005,2005,534,08-Apr-06,26-Jul-16,Vulpes vulpes,20178821,RO-TL
EU180618,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,TUR,Turkey,Agri,2004,2004,2004,527,26-Sep-08,26-Jul-16,Homo sapiens,19549224,TR149
DQ300294,AL_Cosmopolitan_EE,Cosmopolitan EE,BGR,Bulgaria,Vidin,2003,2003,2003,500,30-Nov-06,26-Jul-16,Vulpes vulpes,17129686,Bul#7
AY359244,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,ISR,Israel,central region,2002,2002,2002,469,31-Aug-04,31-Aug-04,Vulpes vulpes,-,Fox26/02
AY359245,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,ISR,Israel,central region,2002,2002,2002,469,31-Aug-04,31-Aug-04,Vulpes vulpes,-,Fox32/02
AY359246,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,ISR,Israel,central region,2002,2002,2002,469,31-Aug-04,31-Aug-04,Vulpes vulpes,-,Fox33/02
AY359247,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,ISR,Israel,central region,2002,2002,2002,469,31-Aug-04,31-Aug-04,Canis lupus familiaris,-,Dog52/02
AY359248,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,ISR,Israel,southern region,2002,2002,2002,469,31-Aug-04,31-Aug-04,Vulpes vulpes,-,Fox59/02
AY359249,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,ISR,Israel,central region,2002,2002,2002,469,31-Aug-04,31-Aug-04,Felis catus,-,Cat61/02
AY359250,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,ISR,Israel,southern region,2002,2002,2002,469,31-Aug-04,31-Aug-04,Camelus,-,Camel63/02
AY359251,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,ISR,Israel,central region,2003,2003,2003,469,31-Aug-04,31-Aug-04,Vulpes vulpes,-,Fox4/03
AY359252,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,ISR,Israel,central region,2003,2003,2003,469,31-Aug-04,31-Aug-04,Vulpes vulpes,-,Fox7/03
AY359253,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,ISR,Israel,central region,2003,2003,2003,469,31-Aug-04,31-Aug-04,Vulpes vulpes,-,Fox8/03
AY359254,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,ISR,Israel,southern region,2003,2003,2003,469,31-Aug-04,31-Aug-04,Vulpes vulpes,-,Fox9/03
AY359255,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,ISR,Israel,central region,2003,2003,2003,469,31-Aug-04,31-Aug-04,Canis lupus familiaris,-,Dog10/03
AY359256,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,ISR,Israel,central region,2003,2003,2003,469,31-Aug-04,31-Aug-04,Equus caballus,-,Horse12/03
AY359257,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,ISR,Israel,southern region,2003,2003,2003,469,31-Aug-04,31-Aug-04,Camelus,-,Camel13/03
AY359258,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,ISR,Israel,southern region,2003,2003,2003,469,31-Aug-04,31-Aug-04,Vulpes vulpes,-,Fox14/03
AY359259,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,ISR,Israel,southern region,2003,2003,2003,469,31-Aug-04,31-Aug-04,Vulpes vulpes,-,Fox15/03
AY359260,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,ISR,Israel,southern region,2003,2003,2003,469,31-Aug-04,31-Aug-04,Vulpes vulpes,-,Fox16/03
AY359261,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,ISR,Israel,southern region,2003,2003,2003,469,31-Aug-04,31-Aug-04,Camelus,-,Camel17/03
AY359262,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,ISR,Israel,central region,2003,2003,2003,469,31-Aug-04,31-Aug-04,Vulpes vulpes,-,Fox18/03
AY359263,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,ISR,Israel,central region,2003,2003,2003,469,31-Aug-04,31-Aug-04,Vulpes vulpes,-,Fox19/03
AY359264,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,ISR,Israel,Mikhmoret,2003,2003,2003,469,31-Aug-04,31-Aug-04,Canis lupus familiaris,-,Dog20/03
DQ181634,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,-,Israel,Arad,2002,2002,2002,469,13-Sep-05,13-Sep-05,Vulpes vulpes,-,ad7237fx
DQ181635,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,-,Israel,Abu Goush,2002,2002,2002,469,13-Sep-05,13-Sep-05,Vulpes vulpes,-,bg0787fx
DQ181636,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,-,Israel,Givon Hahadsha,2002,2002,2002,469,13-Sep-05,13-Sep-05,Vulpes vulpes,-,Gh0992fx
DQ181637,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,-,Israel,Jerusalem,2003,2003,2003,469,13-Sep-05,13-Sep-05,Canis lupus familiaris,-,jr0898dg
DQ181638,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,-,Israel,Jerusalem,2001,2001,2001,469,13-Sep-05,13-Sep-05,Vulpes vulpes,-,jr1007fx
DQ181639,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,-,Israel,Jerusalem,2003,2003,2003,469,13-Sep-05,13-Sep-05,Vulpes vulpes,-,jr1044fx
DQ181640,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,-,Israel,Jerusalem,1998,1998,1998,469,13-Sep-05,13-Sep-05,Canis lupus familiaris,-,jr4802dg
DQ181641,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,-,Israel,Jerusalem,2002,2002,2002,469,13-Sep-05,13-Sep-05,Canis aureus,-,jr5120Jk
DQ181642,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,-,Israel,Jerusalem,2003,2003,2003,469,13-Sep-05,13-Sep-05,Canis lupus familiaris,-,jr5689dg
DQ181643,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,-,Israel,Jerusalem,1996,1996,1996,469,13-Sep-05,13-Sep-05,Canis lupus familiaris,-,jr6462dg
DQ181644,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,-,Israel,Jerusalem,2004,2004,2004,469,13-Sep-05,13-Sep-05,Addax nasomaculatus,-,jr8265dx
DQ181645,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,-,Israel,Jerusalem,2002,2002,2002,469,13-Sep-05,13-Sep-05,Vulpes vulpes,-,jr9331fx
DQ181646,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,-,Israel,Ma'ale Adumim,2003,2003,2003,469,13-Sep-05,13-Sep-05,Vulpes vulpes,-,md9722fx
DQ181647,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,-,Israel,Neve Daniel,2002,2002,2002,469,13-Sep-05,13-Sep-05,Martes foina,-,nd6416ma
DQ181648,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,-,Israel,Tzur Hadassa,2003,2003,2003,469,13-Sep-05,13-Sep-05,Felis catus,-,zh8101ct
DQ181649,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,-,Israel,Givon Hahadsha,2002,2002,2002,469,13-Sep-05,13-Sep-05,Vulpes vulpes,-,Gh3234fx
EU589958,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,ISR,Israel,-,2007,2007,2007,469,31-Mar-09,31-Mar-09,Vulpes vulpes,-,Fox4429/2007
EU589959,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,ISR,Israel,-,2006,2006,2006,469,31-Mar-09,31-Mar-09,Canis lupus familiaris,-,Dog9445/2006
EU589960,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,ISR,Israel,-,2006,2006,2006,469,31-Mar-09,31-Mar-09,Vulpes vulpes,-,Fox9934/2006
EU589961,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,ISR,Israel,-,2007,2007,2007,469,31-Mar-09,31-Mar-09,Vulpes vulpes,-,Fox7077/2007
EU589962,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,ISR,Israel,-,2007,2007,2007,469,31-Mar-09,31-Mar-09,Canis lupus familiaris,-,Dog3959/2007
EU589963,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,ISR,Israel,-,2006,2006,2006,469,31-Mar-09,31-Mar-09,Equus caballus,-,Horse8381/2006
EU589964,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,ISR,Israel,-,2002,2002,2002,469,31-Mar-09,31-Mar-09,Vulpes vulpes,-,Fox0034/2002
EU589965,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,ISR,Israel,-,2007,2007,2007,469,31-Mar-09,31-Mar-09,Vulpes vulpes,-,Fox8674/2007
EU589966,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,ISR,Israel,-,1999,1999,1999,469,31-Mar-09,31-Mar-09,Bos taurus,-,Cow7597/1999
EU589967,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,ISR,Israel,-,1999,1999,1999,469,31-Mar-09,31-Mar-09,Vulpes vulpes,-,Fox1647/1999
EU589968,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,ISR,Israel,-,1997,1997,1997,469,31-Mar-09,31-Mar-09,Vulpes vulpes,-,Fox9945/1997
EU589969,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,ISR,Israel,-,1997,1997,1997,469,31-Mar-09,31-Mar-09,Vulpes vulpes,-,Fox9053/1997
EU589970,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,ISR,Israel,-,1997,1997,1997,469,31-Mar-09,31-Mar-09,Vulpes vulpes,-,Fox3520/1997
EU589971,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,ISR,Israel,-,1999,1999,1999,469,31-Mar-09,31-Mar-09,Vulpes vulpes,-,Fox2880/1999
EU589972,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,ISR,Israel,-,1999,1999,1999,469,31-Mar-09,31-Mar-09,Vulpes vulpes,-,Fox1752/1999
EU589973,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,ISR,Israel,-,1997,1997,1997,469,31-Mar-09,31-Mar-09,Vulpes vulpes,-,Fox3754/1997
EU589974,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,ISR,Israel,-,1996,1996,1996,469,31-Mar-09,31-Mar-09,Homo sapiens,-,Human329/1996
EU589975,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,ISR,Israel,-,1996,1996,1996,469,31-Mar-09,31-Mar-09,Vulpes vulpes,-,Fox3895/1996
EU589976,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,ISR,Israel,-,1998,1998,1998,469,31-Mar-09,31-Mar-09,Canis aureus,-,Jackal8445/1998
EU589977,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,ISR,Israel,-,1999,1999,1999,469,31-Mar-09,31-Mar-09,Bos taurus,-,Cow0081/1999
EU589978,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,ISR,Israel,-,2000,2000,2000,469,31-Mar-09,31-Mar-09,Vulpes vulpes,-,Fox7501/2000
EU589979,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,ISR,Israel,-,1999,1999,1999,469,31-Mar-09,31-Mar-09,Ovis aries,-,Sheep9877/1999
EU589980,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,ISR,Israel,-,2000,2000,2000,469,31-Mar-09,31-Mar-09,Bos taurus,-,Cow7615/2000
EU589981,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,ISR,Israel,-,1998,1998,1998,469,31-Mar-09,31-Mar-09,Vulpes vulpes,-,Fox0338/1998
EU589982,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,ISR,Israel,-,1999,1999,1999,469,31-Mar-09,31-Mar-09,-,-,Marbled2960/1999
EU589983,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,ISR,Israel,-,1999,1999,1999,469,31-Mar-09,31-Mar-09,Vulpes vulpes,-,Fox3108/1999
EU589984,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,ISR,Israel,-,1998,1998,1998,469,31-Mar-09,31-Mar-09,Vulpes vulpes,-,Fox3197/1998
EU589985,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,ISR,Israel,-,1999,1999,1999,469,31-Mar-09,31-Mar-09,Vulpes vulpes,-,Fox7468/1999
EU589986,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,ISR,Israel,-,1999,1999,1999,469,31-Mar-09,31-Mar-09,Vulpes vulpes,-,Fox0246/1999
EU589987,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,ISR,Israel,-,1999,1999,1999,469,31-Mar-09,31-Mar-09,Vulpes vulpes,-,Fox3205/1999
EU589988,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,ISR,Israel,-,2005,2005,2005,469,31-Mar-09,31-Mar-09,Bos taurus,-,Cow8437/2005
EU589989,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,ISR,Israel,-,1997,1997,1997,469,31-Mar-09,31-Mar-09,Homo sapiens,-,Human145/1997
EU589990,AL_Cosmopolitan_ME2,Cosmopolitan ME2,ISR,Israel,-,2005,2005,2005,469,31-Mar-09,31-Mar-09,Bos taurus,-,Cow5152/2005
EU589991,AL_Cosmopolitan_ME2,Cosmopolitan ME2,ISR,Israel,-,2005,2005,2005,469,31-Mar-09,31-Mar-09,Bos taurus,-,Cow7626/2005
EU589992,AL_Cosmopolitan_ME2,Cosmopolitan ME2,ISR,Israel,-,2005,2005,2005,469,31-Mar-09,31-Mar-09,Canis lupus familiaris,-,Dog0298/2005
EU589993,AL_Cosmopolitan_ME2,Cosmopolitan ME2,ISR,Israel,-,2005,2005,2005,469,31-Mar-09,31-Mar-09,Canis lupus familiaris,-,Dog2236/2005
EU589994,AL_Cosmopolitan_ME2,Cosmopolitan ME2,ISR,Israel,-,2005,2005,2005,469,31-Mar-09,31-Mar-09,Canis lupus familiaris,-,Dog2239/2005
EU589995,AL_Cosmopolitan_ME2,Cosmopolitan ME2,ISR,Israel,-,2005,2005,2005,469,31-Mar-09,31-Mar-09,Bos taurus,-,Cow4414/2005
EU589996,AL_Cosmopolitan_ME2,Cosmopolitan ME2,ISR,Israel,-,2007,2007,2007,469,31-Mar-09,31-Mar-09,Canis lupus familiaris,-,Dog3653/2007
EU589997,AL_Cosmopolitan_ME2,Cosmopolitan ME2,ISR,Israel,-,2005,2005,2005,469,31-Mar-09,31-Mar-09,Canis lupus,-,Wolf6220/2005
EU589998,AL_Cosmopolitan_ME2,Cosmopolitan ME2,ISR,Israel,-,2005,2005,2005,469,31-Mar-09,31-Mar-09,Canis lupus,-,Wolf9552/2005
EU589999,AL_Cosmopolitan_ME2,Cosmopolitan ME2,ISR,Israel,-,2005,2005,2005,469,31-Mar-09,31-Mar-09,Canis lupus familiaris,-,Dog8199/2005
EU590000,AL_Cosmopolitan_ME2,Cosmopolitan ME2,ISR,Israel,-,2005,2005,2005,469,31-Mar-09,31-Mar-09,Canis lupus familiaris,-,Dog5745/2005
EU590001,AL_Cosmopolitan_ME2,Cosmopolitan ME2,ISR,Israel,-,2005,2005,2005,469,31-Mar-09,31-Mar-09,Canis lupus familiaris,-,Dog9613/2005
EU590002,AL_Cosmopolitan_ME2,Cosmopolitan ME2,ISR,Israel,-,2005,2005,2005,469,31-Mar-09,31-Mar-09,Bos taurus,-,Cow0095/2005
EU590003,AL_Cosmopolitan_ME2,Cosmopolitan ME2,ISR,Israel,-,2005,2005,2005,469,31-Mar-09,31-Mar-09,Bos taurus,-,Cow3339/2005
EU590004,AL_Cosmopolitan_ME2,Cosmopolitan ME2,ISR,Israel,-,2005,2005,2005,469,31-Mar-09,31-Mar-09,Bos taurus,-,Cow3400/2005
EU590005,AL_Cosmopolitan_ME2,Cosmopolitan ME2,ISR,Israel,-,2005,2005,2005,469,31-Mar-09,31-Mar-09,Canis lupus familiaris,-,Dog1772/2005
EU590006,AL_Cosmopolitan_ME2,Cosmopolitan ME2,ISR,Israel,-,2005,2005,2005,469,31-Mar-09,31-Mar-09,Bos taurus,-,Cow4097/2005
EU590007,AL_Cosmopolitan_ME2,Cosmopolitan ME2,ISR,Israel,-,2004,2004,2004,469,31-Mar-09,31-Mar-09,Bos taurus,-,Cow1211/2004
EU590008,AL_Cosmopolitan_ME2,Cosmopolitan ME2,ISR,Israel,-,2005,2005,2005,469,31-Mar-09,31-Mar-09,Meles meles,-,Badger8606/2005
EU590009,AL_Cosmopolitan_ME2,Cosmopolitan ME2,ISR,Israel,-,2005,2005,2005,469,31-Mar-09,31-Mar-09,Bos taurus,-,Cow0313/2005
EU590010,AL_Cosmopolitan_ME2,Cosmopolitan ME2,ISR,Israel,-,2005,2005,2005,469,31-Mar-09,31-Mar-09,Canis lupus familiaris,-,Dog3763/2005
EU590011,AL_Cosmopolitan_ME2,Cosmopolitan ME2,ISR,Israel,-,2005,2005,2005,469,31-Mar-09,31-Mar-09,Canis lupus familiaris,-,Dog2844/2005
EU590012,AL_Cosmopolitan_ME2,Cosmopolitan ME2,ISR,Israel,-,2007,2007,2007,469,31-Mar-09,31-Mar-09,Canis lupus familiaris,-,Dog1419/2007
EU590013,AL_Cosmopolitan_ME2,Cosmopolitan ME2,ISR,Israel,-,2007,2007,2007,469,31-Mar-09,31-Mar-09,Canis lupus familiaris,-,Dog7989/2007
EU590014,AL_Cosmopolitan_ME2,Cosmopolitan ME2,ISR,Israel,-,2007,2007,2007,469,31-Mar-09,31-Mar-09,Canis lupus familiaris,-,Dog7923/2007
EU590015,AL_Cosmopolitan_ME2,Cosmopolitan ME2,ISR,Israel,-,2007,2007,2007,469,31-Mar-09,31-Mar-09,Canis lupus familiaris,-,Dog3946/2007
EU590016,AL_Cosmopolitan_ME2,Cosmopolitan ME2,ISR,Israel,-,2007,2007,2007,469,31-Mar-09,31-Mar-09,Canis lupus familiaris,-,Dog3231/2007
EU590017,AL_Cosmopolitan_ME2,Cosmopolitan ME2,ISR,Israel,-,2005,2005,2005,469,31-Mar-09,31-Mar-09,Canis lupus familiaris,-,Dog3861/2005
EU590018,AL_Cosmopolitan_ME2,Cosmopolitan ME2,ISR,Israel,-,2007,2007,2007,469,31-Mar-09,31-Mar-09,Canis lupus familiaris,-,Dog7901/2007
EU590019,AL_Cosmopolitan_ME2,Cosmopolitan ME2,ISR,Israel,-,2007,2007,2007,469,31-Mar-09,31-Mar-09,Herpestidae,-,Mongoose8875/2007
EU590020,AL_Cosmopolitan_ME2,Cosmopolitan ME2,ISR,Israel,-,2006,2006,2006,469,31-Mar-09,31-Mar-09,Canis lupus familiaris,-,Dog3381/2006
EU590021,AL_Cosmopolitan_ME2,Cosmopolitan ME2,ISR,Israel,-,2005,2005,2005,469,31-Mar-09,31-Mar-09,Canis lupus familiaris,-,Dog9553/2005
