sequence.sequenceID,alignment.name,alignment.displayName,sequence.m49_country.id,sequence.m49_country.display_name,sequence.gb_place_sampled,sequence.collection_year,sequence.earliest_collection_year,sequence.latest_collection_year,sequence.gb_length,sequence.gb_create_date,sequence.gb_update_date,sequence.host,sequence.gb_pubmed_id,sequence.isolate
AB817092,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,Batticaloa,2010,2010,2010,1353,14-Jun-13,14-Jun-13,Homo sapiens,23722023,H-557-10
AB817093,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,Vavuniya,2010,2010,2010,1353,14-Jun-13,14-Jun-13,Homo sapiens,23722023,H-620-10
AB817094,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,Jaffna,2010,2010,2010,1353,14-Jun-13,14-Jun-13,Homo sapiens,23722023,H-635-10
AB817095,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,Batticaloa,2009,2009,2009,1353,14-Jun-13,14-Jun-13,Homo sapiens,23722023,H-889-09
AB817096,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,Colombo,2009,2009,2009,1353,14-Jun-13,14-Jun-13,Homo sapiens,23722023,H-920-09
AB817097,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,Batticaloa,2009,2009,2009,1353,14-Jun-13,14-Jun-13,Homo sapiens,23722023,H-925-09
AB817098,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,Anuradhapura,2009,2009,2009,1353,14-Jun-13,14-Jun-13,Homo sapiens,23722023,H-951-09
AB817099,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,Galle,2010,2010,2010,1575,14-Jun-13,14-Jun-13,Homo sapiens,23722023,G-08-10
AB817100,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,Galle,2009,2009,2009,1575,14-Jun-13,14-Jun-13,Homo sapiens,23722023,G-225-09
AB817101,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,Galle,2009,2009,2009,1575,14-Jun-13,14-Jun-13,Homo sapiens,23722023,G-63-09
AB817102,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,Gampaha,2009,2009,2009,1575,14-Jun-13,14-Jun-13,Homo sapiens,23722023,H-1098-09
AB817103,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,Kurunegala,2008,2008,2008,1575,14-Jun-13,14-Jun-13,Homo sapiens,23722023,H-1123-08
AB817104,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,Batticaloa,2008,2008,2008,1575,14-Jun-13,14-Jun-13,Homo sapiens,23722023,H-1125-08
AB817105,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,Kurunegala,2008,2008,2008,1575,14-Jun-13,14-Jun-13,Homo sapiens,23722023,H-1141-08
AB817106,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,Colombo,2009,2009,2009,1575,14-Jun-13,14-Jun-13,Homo sapiens,23722023,H-1202-09
AB817107,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,Matara,2008,2008,2008,1575,14-Jun-13,14-Jun-13,Homo sapiens,23722023,H-1218-08
AB817108,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,Colombo,2008,2008,2008,1575,14-Jun-13,14-Jun-13,Homo sapiens,23722023,H-1226-08
AB817109,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,Anuradhapura,2009,2009,2009,1575,14-Jun-13,14-Jun-13,Homo sapiens,23722023,H-1227-09
AB817110,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,Moneragala,2009,2009,2009,1575,14-Jun-13,14-Jun-13,Homo sapiens,23722023,H-1272-09
AB817111,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,Colombo,2009,2009,2009,1575,14-Jun-13,14-Jun-13,Homo sapiens,23722023,H-1275-09
AB817112,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,Moneragala,2008,2008,2008,1575,14-Jun-13,14-Jun-13,Homo sapiens,23722023,H-1281-08
AB817113,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,Ratnapura,2009,2009,2009,1575,14-Jun-13,14-Jun-13,Homo sapiens,23722023,H-1282-09
AB817114,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,Galle,2009,2009,2009,1575,14-Jun-13,14-Jun-13,Homo sapiens,23722023,H-1283-09
AB817115,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,Kalutara,2009,2009,2009,1575,14-Jun-13,14-Jun-13,Felis catus,23722023,H-1366-09
AB817116,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,Matale,2009,2009,2009,1575,14-Jun-13,14-Jun-13,Homo sapiens,23722023,H-15-09
AB817117,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,Kurunegala,2008,2008,2008,1575,14-Jun-13,14-Jun-13,Homo sapiens,23722023,H-1553-08
AB817118,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,Kegalle,2009,2009,2009,1575,14-Jun-13,14-Jun-13,Homo sapiens,23722023,H-156-09
AB817119,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,Galle,2008,2008,2008,1575,14-Jun-13,14-Jun-13,Homo sapiens,23722023,H-219-08
AB817120,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,Colombo,2009,2009,2009,1575,14-Jun-13,14-Jun-13,Homo sapiens,23722023,H-224-09
AB817121,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,Matale,2010,2010,2010,1575,14-Jun-13,14-Jun-13,Homo sapiens,23722023,H-251-10
AB817122,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,Anuradhapura,2010,2010,2010,1575,14-Jun-13,14-Jun-13,Homo sapiens,23722023,H-262-10
AB817123,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,Kurunegala,2009,2009,2009,1575,14-Jun-13,14-Jun-13,Homo sapiens,23722023,H-305-09
AB817124,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,Kandy,2009,2009,2009,1575,14-Jun-13,14-Jun-13,Homo sapiens,23722023,H-320-09
AB817125,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,Matale,2009,2009,2009,1575,14-Jun-13,14-Jun-13,Homo sapiens,23722023,H-321-09
AB817126,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,Gampaha,2010,2010,2010,1575,14-Jun-13,14-Jun-13,Homo sapiens,23722023,H-341-10
AB817127,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,Puttalam,2009,2009,2009,1575,14-Jun-13,14-Jun-13,Homo sapiens,23722023,H-36-09
AB817128,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,Matale,2009,2009,2009,1575,14-Jun-13,14-Jun-13,Homo sapiens,23722023,H-395-09
AB817129,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,Matara,2009,2009,2009,1575,14-Jun-13,14-Jun-13,Homo sapiens,23722023,H-425-09
AB817130,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,Puttalam,2009,2009,2009,1575,14-Jun-13,14-Jun-13,Homo sapiens,23722023,H-439-09
AB817131,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,Kandy,2010,2010,2010,1575,14-Jun-13,14-Jun-13,Homo sapiens,23722023,H-445-10
AB817132,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,Gampaha,2009,2009,2009,1575,14-Jun-13,14-Jun-13,Homo sapiens,23722023,H-457-09
AB817133,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,Trincomalee,2009,2009,2009,1575,14-Jun-13,14-Jun-13,Homo sapiens,23722023,H-464-09
AB817134,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,Batticaloa,2010,2010,2010,1575,14-Jun-13,14-Jun-13,Homo sapiens,23722023,H-557-10
AB817135,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,Anuradhapura,2009,2009,2009,1575,14-Jun-13,14-Jun-13,Homo sapiens,23722023,H-595-09
AB817136,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,Vavuniya,2010,2010,2010,1575,14-Jun-13,14-Jun-13,Homo sapiens,23722023,H-620-10
AB817137,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,Jaffna,2010,2010,2010,1575,14-Jun-13,14-Jun-13,Homo sapiens,23722023,H-635-10
AB817138,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,Colombo,2009,2009,2009,1575,14-Jun-13,14-Jun-13,Homo sapiens,23722023,H-651-09
AB817139,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,Colombo,2009,2009,2009,1575,14-Jun-13,14-Jun-13,Homo sapiens,23722023,H-689-09
AB817140,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,Colombo,2009,2009,2009,1575,14-Jun-13,14-Jun-13,Homo sapiens,23722023,H-802-09
AB817141,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,Moneragala,2009,2009,2009,1575,14-Jun-13,14-Jun-13,Homo sapiens,23722023,H-872-09
AB817142,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,Batticaloa,2009,2009,2009,1575,14-Jun-13,14-Jun-13,Homo sapiens,23722023,H-889-09
AB817143,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,Colombo,2009,2009,2009,1575,14-Jun-13,14-Jun-13,Homo sapiens,23722023,H-920-09
AB817144,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,Anuradhapura,2009,2009,2009,1575,14-Jun-13,14-Jun-13,Homo sapiens,23722023,H-921-09
AB817145,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,Batticaloa,2009,2009,2009,1575,14-Jun-13,14-Jun-13,Homo sapiens,23722023,H-925-09
AB817146,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,Anuradhapura,2009,2009,2009,1575,14-Jun-13,14-Jun-13,Homo sapiens,23722023,H-951-09
AB817756,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,Galle,2009,2009,2009,515,14-Jun-13,14-Jun-13,Homo sapiens,23722023,G-225-09
AB817757,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,Galle,2009,2009,2009,515,14-Jun-13,14-Jun-13,Homo sapiens,23722023,G-269-09
AB817758,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,Galle,2009,2009,2009,515,14-Jun-13,14-Jun-13,Homo sapiens,23722023,G-63-09
AB817759,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,Galle,2010,2010,2010,515,14-Jun-13,14-Jun-13,Homo sapiens,23722023,G-08-10
AB817760,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,Gampaha,2009,2009,2009,515,14-Jun-13,14-Jun-13,Homo sapiens,23722023,H-1098-09
AB817761,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,Kurunegala,2008,2008,2008,515,14-Jun-13,14-Jun-13,Homo sapiens,23722023,H-1123-08
AB817762,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,Batticaloa,2008,2008,2008,515,14-Jun-13,14-Jun-13,Homo sapiens,23722023,H-1125-08
AB817763,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,Kurunegala,2008,2008,2008,515,14-Jun-13,14-Jun-13,Homo sapiens,23722023,H-1141-08
AB817764,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,Colombo,2008,2008,2008,515,14-Jun-13,14-Jun-13,Homo sapiens,23722023,H-1226-08
AB817765,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,Anuradhapura,2009,2009,2009,515,14-Jun-13,14-Jun-13,Homo sapiens,23722023,H-1227-09
AB817766,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,Monaragala,2009,2009,2009,515,14-Jun-13,14-Jun-13,Homo sapiens,23722023,H-1272-09
AB817767,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,Colombo,2009,2009,2009,515,14-Jun-13,14-Jun-13,Homo sapiens,23722023,H-1275-09
AB817768,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,Ratnapura,2009,2009,2009,515,14-Jun-13,14-Jun-13,Homo sapiens,23722023,H-1282-09
AB817769,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,Galle,2009,2009,2009,515,14-Jun-13,14-Jun-13,Homo sapiens,23722023,H-1283-09
AB817770,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,Kurunegala,2008,2008,2008,515,14-Jun-13,14-Jun-13,Homo sapiens,23722023,H-1553-08
AB817771,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,Colombo,2009,2009,2009,515,14-Jun-13,14-Jun-13,Homo sapiens,23722023,H-224-09
AB817772,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,Kurunegala,2009,2009,2009,515,14-Jun-13,14-Jun-13,Homo sapiens,23722023,H-305-09
AB817773,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,Kandy,2009,2009,2009,515,14-Jun-13,14-Jun-13,Homo sapiens,23722023,H-320-09
AB817774,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,Matale,2009,2009,2009,515,14-Jun-13,14-Jun-13,Homo sapiens,23722023,H-321-09
AB817775,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,Puttalam,2009,2009,2009,515,14-Jun-13,14-Jun-13,Homo sapiens,23722023,H-36-09
AB817776,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,Matale,2009,2009,2009,515,14-Jun-13,14-Jun-13,Homo sapiens,23722023,H-395-09
AB817777,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,Matara,2009,2009,2009,515,14-Jun-13,14-Jun-13,Homo sapiens,23722023,H-425-09
AB817778,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,Puttalam,2009,2009,2009,515,14-Jun-13,14-Jun-13,Homo sapiens,23722023,H-439-09
AB817779,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,Gampaha,2009,2009,2009,515,14-Jun-13,14-Jun-13,Homo sapiens,23722023,H-457-09
AB817780,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,Trincomalee,2009,2009,2009,515,14-Jun-13,14-Jun-13,Homo sapiens,23722023,H-464-09
AB817781,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,Anuradhapura,2009,2009,2009,515,14-Jun-13,14-Jun-13,Homo sapiens,23722023,H-595-09
AB817782,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,Colombo,2009,2009,2009,515,14-Jun-13,14-Jun-13,Homo sapiens,23722023,H-651-09
AB817783,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,Colombo,2009,2009,2009,515,14-Jun-13,14-Jun-13,Homo sapiens,23722023,H-689-09
AB817784,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,Colombo,2009,2009,2009,515,14-Jun-13,14-Jun-13,Homo sapiens,23722023,H-802-09
AB817785,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,Monaragala,2009,2009,2009,515,14-Jun-13,14-Jun-13,Homo sapiens,23722023,H-872-09
AB817786,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,Batticaloa,2009,2009,2009,515,14-Jun-13,14-Jun-13,Homo sapiens,23722023,H-889-09
AB817787,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,Colombo,2009,2009,2009,515,14-Jun-13,14-Jun-13,Homo sapiens,23722023,H-920-09
AB817788,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,Batticaloa,2009,2009,2009,515,14-Jun-13,14-Jun-13,Homo sapiens,23722023,H-925-09
AB817789,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,Anuradhapura,2009,2009,2009,515,14-Jun-13,14-Jun-13,Homo sapiens,23722023,H-921-09
AB817790,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,Matara,2008,2008,2008,515,14-Jun-13,14-Jun-13,Homo sapiens,23722023,H-1218-08
AB817791,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,Monaragala,2008,2008,2008,515,14-Jun-13,14-Jun-13,Homo sapiens,23722023,H-1281-08
AB817792,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,Matale,2009,2009,2009,515,14-Jun-13,14-Jun-13,Homo sapiens,23722023,H-15-09
AB817793,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,Anuradhapura,2009,2009,2009,515,14-Jun-13,14-Jun-13,Homo sapiens,23722023,H-1536-09
AB817794,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,Kegalle,2009,2009,2009,515,14-Jun-13,14-Jun-13,Homo sapiens,23722023,H-156-09
AB817795,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,Galle,2008,2008,2008,515,14-Jun-13,14-Jun-13,Homo sapiens,23722023,H-219-08
AB817796,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,Matale,2010,2010,2010,515,14-Jun-13,14-Jun-13,Homo sapiens,23722023,H-251-10
AB817797,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,Anuradhapura,2010,2010,2010,515,14-Jun-13,14-Jun-13,Homo sapiens,23722023,H-262-10
AB817798,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,Gampaha,2010,2010,2010,515,14-Jun-13,14-Jun-13,Homo sapiens,23722023,H-341-10
AB817799,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,Kandy,2010,2010,2010,515,14-Jun-13,14-Jun-13,Homo sapiens,23722023,H-445-10
AB817800,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,Batticaloa,2010,2010,2010,515,14-Jun-13,14-Jun-13,Homo sapiens,23722023,H-557-10
AB817801,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,Vavuniya,2010,2010,2010,515,14-Jun-13,14-Jun-13,Homo sapiens,23722023,H-620-10
AB817802,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,Jaffna,2010,2010,2010,515,14-Jun-13,14-Jun-13,Homo sapiens,23722023,H-635-10
AM689535,AL_Indian-Sub,Indian-Sub,IND,India,Chennai,2006,2006,2006,564,12-Apr-07,23-Jul-16,man,-,AB21
AM689536,AL_Indian-Sub,Indian-Sub,IND,India,Theni,2006,2006,2006,557,12-Apr-07,23-Jul-16,Felis catus,-,AB22
AY854596,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,-,1986,1986,1986,630,30-Apr-05,26-Jul-16,Canis familiaris,-,V029SRL
AY987477,AL_Indian-Sub,Indian-Sub,IND,India,Chennai,1998,1998,1998,619,19-Apr-05,26-Jul-16,Bos taurus,-,CGCh4
AY987479,AL_Indian-Sub,Indian-Sub,IND,India,Chennai,1998,1998,1998,760,19-Apr-05,26-Jul-16,Canis familiaris,-,DGC12
AY987481,AL_Indian-Sub,Indian-Sub,IND,India,Chennai,1999,1999,1999,497,19-Apr-05,26-Jul-16,Canis familiaris,-,DGCh6
AY987482,AL_Indian-Sub,Indian-Sub,IND,India,Chennai,1999,1999,1999,483,19-Apr-05,26-Jul-16,Canis familiaris,-,DGCh9
EU086156,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,-,1986,1986,1986,1575,31-Aug-08,06-Jul-11,Canis familiaris,18931062,94257SRI
EU086191,AL_Indian-Sub,Indian-Sub,IND,India,-,1997,1997,1997,1353,31-Aug-08,21-Oct-08,Homo sapiens,18931062,9702INDI
GU731662,AL_Indian-Sub,Indian-Sub,IND,India,-,2006,2006,2006,540,22-Mar-10,25-Jul-16,Equus caballus,-,SRV Horse TN1
GU731663,AL_Indian-Sub,Indian-Sub,IND,India,-,2006,2006,2006,565,22-Mar-10,25-Jul-16,Homo sapiens,-,SRV Human TN1
GU731665,AL_Indian-Sub,Indian-Sub,IND,India,-,2008,2008,2008,524,22-Mar-10,25-Jul-16,Canis familiaris,-,SRV Dog KL1
GU731667,AL_Indian-Sub,Indian-Sub,IND,India,-,2007,2007,2007,498,22-Mar-10,25-Jul-16,Canis familiaris,-,SRV Dog TN1
JN968375,AL_Indian-Sub,Indian-Sub,GBR,United Kingdom,-,2008,2008,2008,400,08-Apr-12,08-Apr-12,Canis familiaris,26486624,RV2417
JX944569,AL_Indian-Sub,Indian-Sub,NPL,Nepal,-,2009,2009,2009,1353,31-Oct-13,04-Dec-13,Felis catus,24278494,3878-73(11003NEP)
JX944576,AL_Indian-Sub,Indian-Sub,NPL,Nepal,-,2008,2008,2008,1575,31-Oct-13,04-Dec-13,Canis familiaris,24278494,4403-14
JX944578,AL_Indian-Sub,Indian-Sub,NPL,Nepal,-,2009,2009,2009,1575,31-Oct-13,04-Dec-13,Canis familiaris,24278494,4403-17
JX944588,AL_Indian-Sub,Indian-Sub,NPL,Nepal,-,2009,2009,2009,1575,31-Oct-13,04-Dec-13,Felis catus,24278494,3878-73(11003NEP)
JX944595,AL_Indian-Sub,Indian-Sub,NPL,Nepal,-,2008,2008,2008,1353,31-Oct-13,04-Dec-13,Canis familiaris,24278494,4403-14
JX944597,AL_Indian-Sub,Indian-Sub,NPL,Nepal,-,2009,2009,2009,1353,31-Oct-13,04-Dec-13,Canis familiaris,24278494,4403-17
JX987721,AL_Indian-Sub,Indian-Sub,NPL,Nepal,Pokhara region,2003,2003,2003,1575,31-Oct-13,04-Dec-13,buffalo,24278494,09029NEP
JX987724,AL_Indian-Sub,Indian-Sub,NPL,Nepal,Lalitpur region,2009,2009,2009,1575,31-Oct-13,04-Dec-13,Felis catus,24278494,11001NEP
JX987737,AL_Indian-Sub,Indian-Sub,NPL,Nepal,Pokhara region,2003,2003,2003,1353,31-Oct-13,04-Dec-13,buffalo,24278494,09029NEP
JX987740,AL_Indian-Sub,Indian-Sub,NPL,Nepal,Lalitpur region,2009,2009,2009,1353,31-Oct-13,04-Dec-13,Felis catus,24278494,11001NEP
KC791848,AL_Indian-Sub,Indian-Sub,USA,United States,-,2009,2009,2009,1572,18-Jun-13,18-Jun-13,Homo sapiens,-,A09_6615
KC792234,AL_Indian-Sub,Indian-Sub,NPL,Nepal,-,2003,2003,2003,1572,18-Jun-13,18-Jun-13,Canis familiaris,-,Nepal_35
KF150733,AL_Indian-Sub,Indian-Sub,IND,India,-,2005,2005,2005,1317,17-Sep-13,17-Jun-15,Canis familiaris,25077994,ITN_R148
KF150734,AL_Indian-Sub,Indian-Sub,IND,India,-,2005,2005,2005,1317,17-Sep-13,17-Jun-15,elephant,25077994,IKE_R154
KF150735,AL_Indian-Sub,Indian-Sub,IND,India,-,2005,2005,2005,1317,17-Sep-13,17-Jun-15,Felis catus,25077994,IKE_R155
KF154999,AL_Indian-Sub,Indian-Sub,GBR,United Kingdom,-,2008,2008,2008,11924,14-Jul-13,14-Jul-13,Canis familiaris,23822119,RV2417
KF535207,AL_Indian-Sub,Indian-Sub,IND,India,-,2012,2012,2012,762,24-Nov-13,24-Nov-13,Canis familiaris,-,RAB 19
KF831535,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,-,1986,1986,1986,220,07-Jan-14,07-Jan-14,Canis familiaris,-,LANKADOG
KF831572,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,-,1986,1986,1986,524,07-Jan-14,07-Jan-14,Canis familiaris,-,LANKADOG
KJ201899,AL_Indian-Sub,Indian-Sub,IND,India,-,2011,2011,2011,567,12-Mar-14,17-Apr-14,Canis lupus familiaris,-,HICVYRSI
KJ201900,AL_Indian-Sub,Indian-Sub,IND,India,-,2011,2011,2011,609,12-Mar-14,17-Apr-14,Canis lupus familiaris,-,HICVYRSII
KP316199,AL_Indian-Sub,Indian-Sub,IND,India,Kerala state,2014,2014,2014,342,12-Apr-15,29-Jul-15,Gallus domesticus (domestic fowl),26201090,NNV-RAB-FOWL 2014
KU888644,AL_Indian-Sub,Indian-Sub,NPL,Nepal,-,2003,2003,2003,1575,30-Mar-16,30-Mar-16,Bubalus arnee,26992832,09029NEP
